definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,group,estimate,lo,hi,bootstrap_valid,p,group_n,group_days
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,numeraire,discount,-0.11987035268796807,-0.23855470538056286,-0.0052218362019978695,1.0,0.041,153,48
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,numeraire,premium,-0.05652098687144893,-0.23439929480280705,0.13098410387689322,1.0,0.558,80,34
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,global_control,discount,0.03362745376978125,-0.03924521381426475,0.12143014325165823,1.0,0.45,153,48
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,global_control,premium,-0.04679629201554265,-0.18299151912199238,0.07251591822832441,1.0,0.4845,80,34
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,total,discount,7.487622965262956,5.936270486082318,9.260023456835107,1.0,0.0005,153,48
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,total,premium,12.706281523125664,9.968049039823514,15.665268797522675,1.0,0.0005,80,34
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,dominance,discount,4.364726534934694,-15.850657157361514,25.839424493863536,1.0,0.6685,153,48
PCA,12,forest20,20260927,without_2025-12,5,5,233,80,153,53,dominance,premium,7.395769465034017,-12.326569802783311,23.19040083632746,1.0,0.4135,80,34
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,local,discount,8.126941935294335,-8.047239664069203,26.129832477216564,1.0,0.3705,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,local,premium,6.329890416014354,-18.14257642787552,21.633906376623234,0.9989994997498749,0.5735735735735735,18,10
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,basket_price,discount,-2.217286347254554,-20.48288625003146,15.084686176303318,1.0,0.813,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,basket_price,premium,1.230343077600801,-13.09179896426646,24.859803279561596,0.9989994997498749,0.9049049049049049,18,10
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,basket_weights,premium,0.0,0.0,0.0,0.9989994997498749,1.0,18,10
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,numeraire,discount,-0.05938717720286115,-0.24616820755106208,0.09431002984324784,1.0,0.5025,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,numeraire,premium,-0.03009375742901882,-0.3998946414731023,0.3546853416963737,0.9989994997498749,0.8788788788788788,18,10
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,global_control,discount,0.004832391959190656,-0.1254656665033184,0.24009357944610732,1.0,0.962,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,global_control,premium,-0.22175309768286,-0.6019012651391914,0.31377229663862705,0.9989994997498749,0.3963963963963964,18,10
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,total,discount,5.855100802796051,3.96208169427405,8.757878463749696,1.0,0.0005,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,total,premium,7.308386638503265,1.5396501224614887,10.570506036117635,0.9989994997498749,0.01001001001001001,18,10
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,dominance,discount,10.344228282548892,-22.89683319686914,47.19068539745957,1.0,0.584,59,17
PCA,12,forest20,20260927,2026-01,5,5,77,18,59,20,dominance,premium,5.0995473384135535,-42.62009098603343,34.52563843962131,0.9989994997498749,0.7987987987987988,18,10
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,local,discount,0.5349547937964094,-8.715357918855025,9.009081660773166,1.0,0.9185,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,local,premium,6.46262229899694,-1.3934252558812046,13.582791843682168,1.0,0.086,96,40
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,basket_price,discount,8.938396750659033,-0.07674463778141084,18.734925194814192,1.0,0.061,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,basket_price,premium,6.562623580379444,-1.141427147071462,14.7743236558649,1.0,0.1085,96,40
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,96,40
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,numeraire,discount,-0.08738208198119247,-0.2157396246530391,0.0579557536106969,1.0,0.191,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,numeraire,premium,-0.026796154672577916,-0.1897575498820827,0.11395030504574839,1.0,0.725,96,40
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,global_control,discount,0.01944741661531863,-0.033180779935306166,0.08734996400364668,1.0,0.529,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,global_control,premium,0.024034517766942348,-0.01625550896065309,0.061688180017079354,1.0,0.205,96,40
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,total,discount,9.405416879089383,7.406776515034157,11.341705291927262,1.0,0.0005,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,total,premium,13.022484242470796,10.75387845629452,15.489540492216681,1.0,0.0005,96,40
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,dominance,discount,-8.403441956862626,-27.25324031044915,9.081151206969711,1.0,0.38,144,50
PCA,12,forest20,20260927,without_2026-01,5,5,240,96,144,56,dominance,premium,-0.10000128138250375,-16.054325196716015,14.46460107610506,1.0,0.9925,96,40
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,local,discount,-7.61470842943081,-24.608979039727846,10.106964822279119,1.0,0.418,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,local,premium,10.086141871254648,-5.736142685558271,20.32912454443716,1.0,0.1205,38,16
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,basket_price,discount,18.248408116314724,-1.4763161477699251,36.41973134084075,1.0,0.063,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,basket_price,premium,2.8693185165647725,-9.542987889359212,22.484864324641133,1.0,0.716,38,16
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,38,16
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,numeraire,discount,0.006562990569619133,-0.20744834707142185,0.22342308596877053,1.0,0.9535,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,numeraire,premium,-0.0382817816087815,-0.15585599148603865,0.08981491185807504,1.0,0.582,38,16
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,global_control,discount,0.10216553616372308,-0.03642141827210257,0.2804655165792375,1.0,0.255,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,global_control,premium,0.010265436648027525,-0.08843144846751418,0.09064587942766844,1.0,0.799,38,16
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,total,discount,10.74242821361688,6.626740996295597,14.703098179685227,1.0,0.0005,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,total,premium,12.927444042858811,9.485239010351437,18.293239457849975,1.0,0.0005,38,16
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,dominance,discount,-25.86311654574554,-60.95833440484667,11.63447190940831,1.0,0.1685,42,18
PCA,12,forest20,20260927,2026-02,5,5,80,38,42,20,dominance,premium,7.216823354689872,-27.625856602726873,29.814559818665337,1.0,0.6215,38,16
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,local,discount,5.443110674069209,-3.5652212401262044,13.926854383777297,1.0,0.233,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,local,premium,4.619426014266945,-4.483212662587085,12.297421796586974,1.0,0.261,76,34
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,basket_price,discount,2.4215906628674775,-6.755266335162147,12.088530916861624,1.0,0.628,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,basket_price,premium,7.146367572154995,-0.03461364509981277,14.983904960678867,1.0,0.066,76,34
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,76,34
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,numeraire,discount,-0.10163048983965545,-0.21737288908308944,0.018555284284306625,1.0,0.0905,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,numeraire,premium,-0.021834352383633186,-0.22856954020106318,0.1866184602875745,1.0,0.839,76,34
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,global_control,discount,-0.007487039755765449,-0.06750032480411289,0.062282352599680825,1.0,0.825,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,global_control,premium,-0.02729379796434288,-0.15878611717961236,0.09062311686485458,1.0,0.688,76,34
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,total,discount,7.755583807341177,6.122325550962794,9.592832111732555,1.0,0.0005,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,total,premium,11.716665436073951,9.184318222168189,13.99332892866645,1.0,0.0005,76,34
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,dominance,discount,3.0215200112017317,-15.475368193958372,21.076815559955506,1.0,0.7495,161,49
PCA,12,forest20,20260927,without_2026-02,5,5,237,76,161,56,dominance,premium,-2.5269415578880485,-19.084436135426937,12.589424153127675,1.0,0.7375,76,34
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,local,discount,14.49289419973267,-3.492976091913493,28.32961763653855,1.0,0.077,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,local,premium,12.958471336913803,-17.12710321601927,30.56083003663212,1.0,0.15,24,8
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,basket_price,discount,-7.502193994419948,-21.270441541005532,11.803142452728487,1.0,0.3975,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,basket_price,premium,3.557203935536215,-9.508392864921932,24.06332710938809,1.0,0.531,24,8
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,24,8
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,numeraire,discount,-0.29061473288873685,-0.5139256110524547,-0.060710487350621324,1.0,0.019,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,numeraire,premium,-0.10522015061916161,-0.6567160896845067,0.5756336422683271,1.0,0.7015,24,8
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,global_control,discount,0.010941091967459852,-0.04663483251532531,0.06938253442779423,1.0,0.7035,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,global_control,premium,-0.005926424815707427,-0.09505985404394707,0.03449152961478679,1.0,0.8155,24,8
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,total,discount,6.7110265643914655,4.61100433608091,9.099123409682974,1.0,0.0005,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,total,premium,16.404528697014985,8.082303740217744,21.15553123917383,1.0,0.001,24,8
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,dominance,discount,21.995088194152615,-15.73255445419332,49.36549989106938,1.0,0.183,52,13
PCA,12,forest20,20260927,2026-03,5,5,76,24,52,13,dominance,premium,9.401267401377586,-41.49434683880254,40.72606161732216,1.0,0.482,24,8
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,local,discount,-1.3053472443513254,-9.943843753455795,7.807925268814045,1.0,0.7775,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,local,premium,4.703849512289259,-3.5661687462663045,12.354984829405831,1.0,0.2415,90,42
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,basket_price,discount,10.241214074945162,0.5783533947606115,19.797757040461494,1.0,0.0385,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,basket_price,premium,6.297612718448576,-2.092353451814755,15.663063065920984,1.0,0.159,90,42
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,90,42
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,numeraire,discount,-0.006456272516862309,-0.11883354316213388,0.11775564775583831,1.0,0.91,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,numeraire,premium,-0.006542609638110453,-0.12994619384152434,0.11566206839121568,1.0,0.9135,90,42
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,global_control,discount,0.016666240635034576,-0.05875942394838924,0.1102701331792056,1.0,0.7015,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,global_control,premium,-0.017133420634311516,-0.14014553681124317,0.09065483953508588,1.0,0.7815,90,42
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,total,discount,8.946076798711804,6.940772079546367,11.11532458793273,1.0,0.0005,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,total,premium,10.977786200465504,9.300770716107936,13.019387423580396,1.0,0.0005,90,42
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,dominance,discount,-11.546561319296488,-29.720369204211746,7.246205452103677,1.0,0.2335,151,54
PCA,12,forest20,20260927,without_2026-03,5,5,241,90,151,63,dominance,premium,-1.5937632061593188,-19.034123894410254,14.269507687597699,1.0,0.8425,90,42
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,local,discount,13.199330142441491,1.1716200627745128,25.93848209445653,1.0,0.039,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,local,premium,2.013573274864806,-8.992849871776686,12.937340154924314,1.0,0.7165,50,38
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,basket_price,discount,-6.083961688711917,-18.47338482978747,6.209007221600159,1.0,0.344,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,basket_price,premium,8.654000359018022,-3.205348740448544,20.572465358808852,1.0,0.155,50,38
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,50,38
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,numeraire,discount,-0.16898855945467048,-0.36441401945606205,0.02038377884244806,1.0,0.0855,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,numeraire,premium,-0.10696969648573862,-0.36803799695067047,0.15970788539076022,1.0,0.4295,50,38
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,global_control,discount,0.15086109021179037,0.08976887269508721,0.2188136795053151,1.0,0.001,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,global_control,premium,-0.12174989524806552,-0.2329403082550878,-0.0307124785569288,1.0,0.0175,50,38
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,total,discount,7.097240984486782,5.097191248068076,9.335670910944442,1.0,0.0005,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,total,premium,10.438854042149126,7.06049532837445,13.88777023927345,1.0,0.0005,50,38
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,dominance,discount,19.28329183115341,-5.176997367173194,44.13709252376542,1.0,0.1245,96,53
PCA,12,forest20,20260927,common_path,5,5,146,50,96,72,dominance,premium,-6.640427084153218,-29.53018080312864,15.899839649228424,1.0,0.5555,50,38
PCA,12,forest40,20260926,full,5,1,317,114,203,76,local,discount,2.741492928517481,-5.7135899832384,11.777480507456184,1.0,0.562,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,local,premium,6.441664633262846,-2.1673272859113535,15.03696843870403,1.0,0.148,114,50
PCA,12,forest40,20260926,full,5,1,317,114,203,76,basket_price,discount,5.696104618753116,-4.15083446316335,14.836232415403648,1.0,0.2305,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,basket_price,premium,5.720684553624922,-3.27711889914703,14.574646070256446,1.0,0.213,114,50
PCA,12,forest40,20260926,full,5,1,317,114,203,76,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,114,50
PCA,12,forest40,20260926,full,5,1,317,114,203,76,numeraire,discount,-0.07924563182394345,-0.194517256957308,0.04897084600249965,1.0,0.214,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,numeraire,premium,-0.027316828792015968,-0.19874459652441667,0.1286907778429127,1.0,0.7495,114,50
PCA,12,forest40,20260926,full,5,1,317,114,203,76,global_control,discount,0.015199700089645973,-0.057426818633433505,0.08942323660033301,1.0,0.684,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,global_control,premium,-0.014774053093552756,-0.10161692951263876,0.06550210582629358,1.0,0.725,114,50
PCA,12,forest40,20260926,full,5,1,317,114,203,76,total,discount,8.37355161553615,6.709541299568131,10.058622680899669,1.0,0.0005,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,total,premium,12.120258305002237,9.971840061636128,14.37719854577112,1.0,0.0005,114,50
PCA,12,forest40,20260926,full,5,1,317,114,203,76,dominance,discount,-2.9546116902356347,-20.650813558652892,16.23615806265768,1.0,0.778,203,67
PCA,12,forest40,20260926,full,5,1,317,114,203,76,dominance,premium,0.7209800796379248,-16.78615294879647,18.1776032239544,1.0,0.9335,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,local,discount,2.741492928517481,-5.177649608206273,10.37774216493592,1.0,0.4925,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,local,premium,6.441664633262846,-0.8976837070054181,12.8068189274099,1.0,0.063,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,basket_price,discount,5.696104618753116,-2.6241715491635267,14.225634344105513,1.0,0.194,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,basket_price,premium,5.720684553624922,-0.9968235581377056,13.336082329837671,1.0,0.1245,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,numeraire,discount,-0.07924563182394345,-0.1819601591904577,0.028326144972122727,1.0,0.1365,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,numeraire,premium,-0.027316828792015968,-0.17568268645437668,0.11208706774887336,1.0,0.7065,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,global_control,discount,0.015199700089645973,-0.04450280233645319,0.08506700913168719,1.0,0.6525,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,global_control,premium,-0.014774053093552756,-0.11201084364964531,0.06978149571381789,1.0,0.765,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,total,discount,8.37355161553615,6.799017670485766,10.019494011900761,1.0,0.0005,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,total,premium,12.120258305002237,10.115877781116632,14.312779240614654,1.0,0.0005,114,50
PCA,12,forest40,20260926,full,5,5,317,114,203,76,dominance,discount,-2.9546116902356347,-19.300886588412446,13.00022793410766,1.0,0.7185,203,67
PCA,12,forest40,20260926,full,5,5,317,114,203,76,dominance,premium,0.7209800796379248,-14.117534566102107,13.417174909244164,1.0,0.9235,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,local,discount,2.741492928517481,-3.839383987360863,8.333182652769079,1.0,0.387,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,local,premium,6.441664633262846,-1.0112153219193294,12.582945998976763,1.0,0.068,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,basket_price,discount,5.696104618753116,-0.5465905434273324,12.733755228491813,1.0,0.091,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,basket_price,premium,5.720684553624922,-0.5964614145189479,13.2268741819444,1.0,0.114,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,numeraire,discount,-0.07924563182394345,-0.1587270949619294,0.010552489904338443,1.0,0.065,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,numeraire,premium,-0.027316828792015968,-0.1551294798350928,0.11020964190104245,1.0,0.6855,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,global_control,discount,0.015199700089645973,-0.03807838391548037,0.08151635116831833,1.0,0.6085,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,global_control,premium,-0.014774053093552756,-0.10255565884128738,0.0611329588870417,1.0,0.7185,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,total,discount,8.37355161553615,6.872351524559593,9.83559972367795,1.0,0.0005,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,total,premium,12.120258305002237,10.371859399397067,13.970231737118578,1.0,0.0005,114,50
PCA,12,forest40,20260926,full,5,10,317,114,203,76,dominance,discount,-2.9546116902356347,-16.58526567845691,8.746713210197754,1.0,0.6625,203,67
PCA,12,forest40,20260926,full,5,10,317,114,203,76,dominance,premium,0.7209800796379248,-14.009179624770082,13.03969436214153,1.0,0.9205,114,50
PCA,12,forest40,20260926,full,0,5,509,186,323,78,local,discount,2.052791121889957,-4.6555942848027465,8.97955772902173,1.0,0.553,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,local,premium,3.680806266806701,-1.746414126708778,8.881962332409598,1.0,0.1825,186,62
PCA,12,forest40,20260926,full,0,5,509,186,323,78,basket_price,discount,3.6476206174007797,-3.418334335295914,10.778839890282383,1.0,0.3095,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,basket_price,premium,5.134575428133176,0.11272648998215484,10.972775096634077,1.0,0.062,186,62
PCA,12,forest40,20260926,full,0,5,509,186,323,78,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,186,62
PCA,12,forest40,20260926,full,0,5,509,186,323,78,numeraire,discount,-0.04534801971753617,-0.14589901818196657,0.06166135408783811,1.0,0.3835,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,numeraire,premium,-0.026773578260113166,-0.13135938492981175,0.06797772086503762,1.0,0.6075,186,62
PCA,12,forest40,20260926,full,0,5,509,186,323,78,global_control,discount,-0.002762657778317466,-0.06167122558419044,0.06558749445399745,1.0,0.9475,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,global_control,premium,0.014863595620331077,-0.07085677038256658,0.09683615937981524,1.0,0.748,186,62
PCA,12,forest40,20260926,full,0,5,509,186,323,78,total,discount,5.652301061794824,4.2092327013797,7.189066402424723,1.0,0.0005,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,total,premium,8.803471712300045,7.5082560416209345,10.33663122626067,1.0,0.0005,186,62
PCA,12,forest40,20260926,full,0,5,509,186,323,78,dominance,discount,-1.5948294955108215,-15.214961834169248,12.147636879708529,1.0,0.8375,323,78
PCA,12,forest40,20260926,full,0,5,509,186,323,78,dominance,premium,-1.4537691613264738,-12.558774649794525,8.65787656865751,1.0,0.8075,186,62
PCA,12,forest40,20260926,full,10,5,173,59,114,66,local,discount,7.290591739438616,-1.4107434652107822,17.128651656618494,1.0,0.1225,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,local,premium,4.946607277470006,-4.883899605927226,15.146834395668161,1.0,0.3315,59,37
PCA,12,forest40,20260926,full,10,5,173,59,114,66,basket_price,discount,3.7036949031276256,-7.008260315109874,13.114495904850568,1.0,0.481,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,basket_price,premium,11.066078697341004,2.1499071788381956,20.314627610478663,1.0,0.02,59,37
PCA,12,forest40,20260926,full,10,5,173,59,114,66,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,59,37
PCA,12,forest40,20260926,full,10,5,173,59,114,66,numeraire,discount,-0.13197917373624102,-0.27056080222569806,0.001442800023350998,1.0,0.061,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,numeraire,premium,-0.1062037626428321,-0.36326349357598775,0.12348207705634112,1.0,0.3965,59,37
PCA,12,forest40,20260926,full,10,5,173,59,114,66,global_control,discount,0.04073031910286606,-0.028286232452023462,0.1275109319135523,1.0,0.3165,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,global_control,premium,-0.025026752017606832,-0.11984909774835532,0.047296631726282574,1.0,0.576,59,37
PCA,12,forest40,20260926,full,10,5,173,59,114,66,total,discount,10.903037787932732,8.962704135871691,12.801744732354353,1.0,0.0005,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,total,premium,15.881455460150526,13.929963409710869,18.15258731685089,1.0,0.0005,59,37
PCA,12,forest40,20260926,full,10,5,173,59,114,66,dominance,discount,3.5868968363109923,-14.52403756444514,24.49074450325396,1.0,0.728,114,52
PCA,12,forest40,20260926,full,10,5,173,59,114,66,dominance,premium,-6.119471419870997,-25.255820493228708,12.975640675741282,1.0,0.5125,59,37
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,local,discount,1.6380875442363536,-7.417862903348598,10.355427453235718,1.0,0.7165,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,local,premium,2.240965937391466,-7.356778396005688,11.241316006741098,1.0,0.633,45,37
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_price,discount,6.920574076605044,-1.8572615416130596,16.437139217425653,1.0,0.143,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_price,premium,8.490099598561446,-1.5042335908415108,19.049304106216315,1.0,0.111,45,37
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_weights,discount,0.0,0.0,0.0,1.0,1.0,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,basket_weights,premium,0.0,0.0,0.0,1.0,1.0,45,37
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,numeraire,discount,-0.07899711717098253,-0.2539854894078212,0.08881553561206773,1.0,0.3605,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,numeraire,premium,-0.0948014717805193,-0.24429631161582768,0.04988877250890503,1.0,0.1955,45,37
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,global_control,discount,0.03827144612643339,-0.025271470353189607,0.10983469058857036,1.0,0.2705,70,50
PCA,12,forest40,20260926,nonoverlap,5,5,115,45,70,74,global_control,premium,-0.045508245556218824,-0.15737350772493192,0.0637421100793845,1.0,0.418,45,37
